date,price
2021-03-04,126.293404
2021-03-05,128.678360
2021-03-08,125.564941
2021-03-09,129.835922
2021-03-10,129.317017
2021-03-11,132.081192
2021-03-12,131.133194
2021-03-15,132.530228
2021-03-16,133.528122
2021-03-17,133.418365
2021-03-18,129.716187
2021-03-19,129.327011
2021-03-22,131.869995
2021-03-23,131.050003
2021-03-24,129.460007
2021-03-25,129.380005
2021-03-26,132.669998
2021-03-29,131.979996
2021-03-30,130.729996
